,Unnamed: 0,prev_text,current_text,source,literal expression suggestion 1,Good or Not? ,Unnamed: 6,target,third note,literal expression suggestion 2,verbose literal expression,notes,Unnamed: 12,pos,source_pos
127,127,Am I the only one who finds this shifty language extremely disturbing?,"I frankly think that Redress' language accurately reflects the position of all three branches of our government, and that's frankly just disturbing to me.
      ",branches,departments,y,1.0,departments,,,,,,"[('I', 'PRON'), ('frankly', 'ADV'), ('think', 'VERB'), ('that', 'SCONJ'), ('Redress', 'PROPN'), (""'"", 'PUNCT'), ('language', 'NOUN'), ('accurately', 'ADV'), ('reflects', 'VERB'), ('the', 'DET'), ('position', 'NOUN'), ('of', 'ADP'), ('all', 'DET'), ('three', 'NUM'), ('branches', 'NOUN'), ('of', 'ADP'), ('our', 'PRON'), ('government', 'NOUN'), (',', 'PUNCT'), ('and', 'CCONJ'), ('that', 'PRON'), (""'s"", 'AUX'), ('frankly', 'ADV'), ('just', 'ADV'), ('disturbing', 'ADJ'), ('to', 'ADP'), ('me', 'PRON'), ('\r\n      ', 'SPACE')]",NOUN
128,128,Nighty Nights-perhaps now I can sleep peacefully with a challenge from our posts filed for God's reference.,"I truly wish I had the courage of Poverty . . . (and with due respect) not with a ""for the use of"" as its expression.
      ",courage,I couldn't come up with a target.,n,0.0,,not that metaphorical,not metaphorical,,"This is a weird one. I would say ""courage"" is not being used metaphorically, but perhaps ""Poverty"" is being used metaphorically",,"[('I', 'PRON'), ('truly', 'ADV'), ('wish', 'VERB'), ('I', 'PRON'), ('had', 'VERB'), ('the', 'DET'), ('courage', 'NOUN'), ('of', 'ADP'), ('Poverty', 'PROPN'), ('and', 'CCONJ'), ('with', 'ADP'), ('due', 'ADJ'), ('respect', 'NOUN'), ('not', 'PART'), ('with', 'ADP'), ('a', 'PRON'), ('""', 'PUNCT'), ('for', 'ADP'), ('the', 'DET'), ('use', 'NOUN'), ('of', 'ADP'), ('""', 'PUNCT'), ('as', 'ADP'), ('its', 'PRON'), ('expression', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
129,129,[EMPTY],"he debate over the automatic cuts parallels the presidential election duel over fiscal visions between President Obama and Mitt Romney.
    ",duel,debate,y,1.0,debate,,competition,,,,"[('he', 'PRON'), ('debate', 'VERB'), ('over', 'ADP'), ('the', 'DET'), ('automatic', 'ADJ'), ('cuts', 'NOUN'), ('parallels', 'VERB'), ('the', 'DET'), ('presidential', 'ADJ'), ('election', 'NOUN'), ('duel', 'NOUN'), ('over', 'ADP'), ('fiscal', 'ADJ'), ('visions', 'NOUN'), ('between', 'ADP'), ('President', 'PROPN'), ('Obama', 'PROPN'), ('and', 'CCONJ'), ('Mitt', 'PROPN'), ('Romney', 'PROPN'), ('\r\n    ', 'SPACE')]",NOUN
130,130,Doing good to others is a deeply Christian act that can go beyond giving food to one hungry man or woman.,"It can redeem the whole human scene through the understanding that addresses the roots of poverty, persecution, or other issues of deep concern.
      ",roots,causes,y,1.0,causes,,,,,,"[('It', 'PRON'), ('can', 'AUX'), ('redeem', 'VERB'), ('the', 'DET'), ('whole', 'ADJ'), ('human', 'ADJ'), ('scene', 'NOUN'), ('through', 'ADP'), ('the', 'DET'), ('understanding', 'NOUN'), ('that', 'PRON'), ('addresses', 'VERB'), ('the', 'DET'), ('roots', 'NOUN'), ('of', 'ADP'), ('poverty', 'NOUN'), (',', 'PUNCT'), ('persecution', 'NOUN'), (',', 'PUNCT'), ('or', 'CCONJ'), ('other', 'ADJ'), ('issues', 'NOUN'), ('of', 'ADP'), ('deep', 'ADJ'), ('concern', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
131,131,"Because I believe when BushCo was put together, all those corporate types he put on his staff really were not evil people.","They just didn't know any better because of the wealthy soup they swim in.
      ",soup,environment,y,1.0,environment,,surroundings,"society, group",,,"[('They', 'PRON'), ('just', 'ADV'), ('did', 'AUX'), (""n't"", 'PART'), ('know', 'VERB'), ('any', 'PRON'), ('better', 'ADJ'), ('because', 'SCONJ'), ('of', 'ADP'), ('the', 'DET'), ('wealthy', 'ADJ'), ('soup', 'NOUN'), ('they', 'PRON'), ('swim', 'VERB'), ('in', 'ADP'), ('\r\n      ', 'SPACE')]",NOUN
132,132,The country you live in is not immune from the trajectory of history.,"Because the trajectory of wealth is pointing away from highly indebted, wealth-grabbing, freedom-stealing nations in the west.
      ",trajectory,distribution,y,1.0,distribution,,transfer,movement,,,"[('Because', 'SCONJ'), ('the', 'DET'), ('trajectory', 'NOUN'), ('of', 'ADP'), ('wealth', 'NOUN'), ('is', 'AUX'), ('pointing', 'VERB'), ('away', 'ADV'), ('from', 'ADP'), ('highly', 'ADV'), ('indebted', 'ADJ'), (',', 'PUNCT'), ('wealth', 'NOUN'), ('grabbing', 'VERB'), (',', 'PUNCT'), ('freedom', 'NOUN'), ('stealing', 'VERB'), ('nations', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('west', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
133,133,"(It's all right if your list of buckets is not perfect, one can always add or remove buckets at any point.)","I also created an income bucket, Salaries, for the money coming in.
      ",bucket,account,y,1.0,account,,category,,,,"[('I', 'PRON'), ('also', 'ADV'), ('created', 'VERB'), ('an', 'DET'), ('income', 'NOUN'), ('bucket', 'NOUN'), (',', 'PUNCT'), ('Salaries', 'NOUN'), (',', 'PUNCT'), ('for', 'SCONJ'), ('the', 'DET'), ('money', 'NOUN'), ('coming', 'VERB'), ('in', 'ADV'), ('\r\n      ', 'SPACE')]",NOUN
134,134,Job Opportunities,"NRA fingerprints in landmark health-care law
      ",fingerprints,influence,y,1.0,influence,,evidence,evidence of influence,,,"[('NRA', 'PROPN'), ('fingerprints', 'NOUN'), ('in', 'ADP'), ('landmark', 'ADJ'), ('health', 'NOUN'), ('care', 'NOUN'), ('law', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
135,135,"I doubt that Hooters, albeit vulgar, sinks to the level of pornography.","But even if it did the feminist exploitation of the bureaucracy scarcely justifies a distortion of the law as originally intended.
      ",exploitation,justification,n,0.0,usage,,usage,"utilization, undesirable usage",,,"[('But', 'CCONJ'), ('even', 'ADV'), ('if', 'SCONJ'), ('it', 'PRON'), ('did', 'VERB'), ('the', 'DET'), ('feminist', 'ADJ'), ('exploitation', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('bureaucracy', 'NOUN'), ('scarcely', 'ADV'), ('justifies', 'VERB'), ('a', 'DET'), ('distortion', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('law', 'NOUN'), ('as', 'SCONJ'), ('originally', 'ADV'), ('intended', 'VERB'), ('\r\n      ', 'SPACE')]",NOUN
136,136,You are precisely right that a lower rate on capital gains is a reason Buffet pays one-half the tax rate of his mignons.,"AMT (the tax bubble for the semi-rich that we should eliminate) is a second contributor to the regressive nature of our current income tax system.
      ",bubble,low tax rate,n,0.0,increase,,increase,,"Unclear what author means by this metaphor. AMT is strictly a tax increase, but from the passage it's unclear if the author actually understands AMT and why they think it contributes to regressive taxation.",,"[('AMT', 'PROPN'), ('the', 'DET'), ('tax', 'NOUN'), ('bubble', 'NOUN'), ('for', 'ADP'), ('the', 'DET'), ('semi', 'ADJ'), ('rich', 'ADJ'), ('that', 'SCONJ'), ('we', 'PRON'), ('should', 'AUX'), ('eliminate', 'VERB'), ('is', 'AUX'), ('a', 'DET'), ('second', 'ADJ'), ('contributor', 'NOUN'), ('to', 'ADP'), ('the', 'DET'), ('regressive', 'ADJ'), ('nature', 'NOUN'), ('of', 'ADP'), ('our', 'PRON'), ('current', 'ADJ'), ('income', 'NOUN'), ('tax', 'NOUN'), ('system', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
137,137,"The ways prison is used to control communities of color, all poor and working-class people, and women is a vital part of how the state keeps itself in power.","Behind thought control in bourgeois democracy is the thinly gloved hand of repressive power.
      ",hand,authority,y,1.0,authority,,influence,,,,"[('Behind', 'ADP'), ('thought', 'NOUN'), ('control', 'NOUN'), ('in', 'ADP'), ('bourgeois', 'ADJ'), ('democracy', 'NOUN'), ('is', 'AUX'), ('the', 'DET'), ('thinly', 'ADV'), ('gloved', 'ADJ'), ('hand', 'NOUN'), ('of', 'ADP'), ('repressive', 'ADJ'), ('power', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
138,138,Ken Shade on 5 April 2013 at 9:46 pm,"Taxation is a man made curse, however it can be used for the benefit of many, but we should not confuse it with the issue of mis-selling apartments for rental and then later the enforcement of the 1995 tourist laws, where the only beneficiary appears to be the “Sole Agent” I Dont Belive It on 5 April 2013 at 10:41 pm
      ",curse,burden,y,1.0,burden,,,,,Corrected annotation to literal interpretation (changed to y),"[('Taxation', 'NOUN'), ('is', 'AUX'), ('a', 'DET'), ('man', 'NOUN'), ('made', 'VERB'), ('curse', 'NOUN'), (',', 'PUNCT'), ('however', 'ADV'), ('it', 'PRON'), ('can', 'AUX'), ('be', 'AUX'), ('used', 'VERB'), ('for', 'ADP'), ('the', 'DET'), ('benefit', 'NOUN'), ('of', 'ADP'), ('many', 'ADJ'), (',', 'PUNCT'), ('but', 'CCONJ'), ('we', 'PRON'), ('should', 'AUX'), ('not', 'PART'), ('confuse', 'VERB'), ('it', 'PRON'), ('with', 'ADP'), ('the', 'DET'), ('issue', 'NOUN'), ('of', 'ADP'), ('mis', 'PROPN'), ('selling', 'VERB'), ('apartments', 'NOUN'), ('for', 'ADP'), ('rental', 'NOUN'), ('and', 'CCONJ'), ('then', 'ADV'), ('later', 'ADV'), ('the', 'DET'), ('enforcement', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('1995', 'NUM'), ('tourist', 'NOUN'), ('laws', 'NOUN'), (',', 'PUNCT'), ('where', 'SCONJ'), ('the', 'DET'), ('only', 'ADJ'), ('beneficiary', 'NOUN'), ('appears', 'VERB'), ('to', 'PART'), ('be', 'AUX'), ('the', 'DET'), ('“', 'PUNCT'), ('Sole', 'PROPN'), ('Agent', 'PROPN'), ('”', 'PUNCT'), ('I', 'PRON'), ('Do', 'AUX'), ('nt', 'PART'), ('Belive', 'VERB'), ('It', 'PRON'), ('on', 'ADP'), ('5', 'NUM'), ('April', 'PROPN'), ('2013', 'NUM'), ('at', 'ADP'), ('10:41', 'NUM'), ('pm', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
139,139,"Still not a good argument for why the gun is civilization, and again CIVLIZATION EXISTED FOR THOUSANDS OF YEARS BEFORE THE INVENTION OF THE FIREARM.","Because the gun is just the next incarnation of what equalizes the weak from the strong.
      ",incarnation,form,y,1.0,form,,means,example,"Is the target of incarnation ""gun"" itself or a property of ""gun""?",Corrected annotation to literal interpretation (changed to y),"[('Because', 'SCONJ'), ('the', 'DET'), ('gun', 'NOUN'), ('is', 'AUX'), ('just', 'ADV'), ('the', 'DET'), ('next', 'ADJ'), ('incarnation', 'NOUN'), ('of', 'ADP'), ('what', 'PRON'), ('equalizes', 'VERB'), ('the', 'DET'), ('weak', 'ADJ'), ('from', 'ADP'), ('the', 'DET'), ('strong', 'ADJ'), ('\r\n      ', 'SPACE')]",NOUN
140,140,"Although fbi agents were aware of Oswald’s presence in Dallas, his name was not forwarded to the Secret Service.","This seems like familiar bureaucratic jealousy of rival agencies, though the Commission ascribes the fbi behavior to an “unduly restrictive view of its role.”
      ",jealousy,competition,y,1.0,competition,,,,,,"[('This', 'PRON'), ('seems', 'VERB'), ('like', 'ADP'), ('familiar', 'ADJ'), ('bureaucratic', 'ADJ'), ('jealousy', 'NOUN'), ('of', 'ADP'), ('rival', 'ADJ'), ('agencies', 'NOUN'), (',', 'PUNCT'), ('though', 'SCONJ'), ('the', 'DET'), ('Commission', 'PROPN'), ('ascribes', 'VERB'), ('the', 'DET'), ('fbi', 'PROPN'), ('behavior', 'NOUN'), ('to', 'ADP'), ('an', 'DET'), ('“', 'PUNCT'), ('unduly', 'ADV'), ('restrictive', 'ADJ'), ('view', 'NOUN'), ('of', 'ADP'), ('its', 'PRON'), ('role', 'NOUN'), ('”', 'PUNCT'), ('\r\n      ', 'SPACE')]",NOUN
141,141,An altogether different set of leaders have the confidence of one part of the country and of another.,"Their mutual antipathies are much stronger than their jealousy of the government...
      ",jealousy,need for power,n,0.0,emotion,not that metaphorical,not metaphorical,,,,"[('Their', 'PRON'), ('mutual', 'ADJ'), ('antipathies', 'NOUN'), ('are', 'AUX'), ('much', 'ADV'), ('stronger', 'ADJ'), ('than', 'ADP'), ('their', 'PRON'), ('jealousy', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('government', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
142,142,"Yet it must have taken great restraint for the White House propagandists to refrain from having George land on an aircraft carrier and give a short speech in front of a huge ""Mission Accomplished"" banner.","* Although it’s now being reported, most of the American public, distracted by the cheerleading, hasn’t noticed that despite the general falseness and blindness of the election, the Iraqis learned enough about who was representing what to give the leaders of our puppet government, led by Ayad Allawi, a thorough whupping.
      ",blindness,ignorance,y,1.0,unawareness,,unawareness,concealment,,,"[('Although', 'SCONJ'), ('it', 'PRON'), ('’s', 'AUX'), ('now', 'ADV'), ('being', 'AUX'), ('reported', 'VERB'), (',', 'PUNCT'), ('most', 'ADJ'), ('of', 'ADP'), ('the', 'DET'), ('American', 'ADJ'), ('public', 'NOUN'), (',', 'PUNCT'), ('distracted', 'VERB'), ('by', 'ADP'), ('the', 'DET'), ('cheerleading', 'NOUN'), (',', 'PUNCT'), ('has', 'AUX'), ('n’t', 'PART'), ('noticed', 'VERB'), ('that', 'SCONJ'), ('despite', 'SCONJ'), ('the', 'DET'), ('general', 'ADJ'), ('falseness', 'NOUN'), ('and', 'CCONJ'), ('blindness', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('election', 'NOUN'), (',', 'PUNCT'), ('the', 'DET'), ('Iraqis', 'PROPN'), ('learned', 'VERB'), ('enough', 'ADJ'), ('about', 'ADP'), ('who', 'PRON'), ('was', 'AUX'), ('representing', 'VERB'), ('what', 'PRON'), ('to', 'PART'), ('give', 'VERB'), ('the', 'DET'), ('leaders', 'NOUN'), ('of', 'ADP'), ('our', 'PRON'), ('puppet', 'NOUN'), ('government', 'NOUN'), (',', 'PUNCT'), ('led', 'VERB'), ('by', 'ADP'), ('Ayad', 'PROPN'), ('Allawi', 'PROPN'), (',', 'PUNCT'), ('a', 'DET'), ('thorough', 'ADJ'), ('whupping', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
143,143,Various international journalism bodies were among observers at Tuesday's court hearing.,"""Press freedom is the thermometer of democracy.
      ",thermometer,aspect,n,0.0,indicator,,indicator,,,Corrected annotation to literal interpretation (but still n),"[('""', 'PUNCT'), ('Press', 'PROPN'), ('freedom', 'NOUN'), ('is', 'AUX'), ('the', 'DET'), ('thermometer', 'NOUN'), ('of', 'ADP'), ('democracy', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
144,144,[EMPTY],"As a former felony prosecutor, I have seen the havoc of guns on the victim’s families, their community and even on the shooter’s family.
    ",havoc,I couldn't come up with a target.,n,0.0,harm,,harm,"harmful affect, negative affect",,,"[('As', 'ADP'), ('a', 'DET'), ('former', 'ADJ'), ('felony', 'NOUN'), ('prosecutor', 'NOUN'), (',', 'PUNCT'), ('I', 'PRON'), ('have', 'AUX'), ('seen', 'VERB'), ('the', 'DET'), ('havoc', 'NOUN'), ('of', 'ADP'), ('guns', 'NOUN'), ('on', 'ADP'), ('the', 'DET'), ('victim', 'NOUN'), ('’s', 'PART'), ('families', 'NOUN'), (',', 'PUNCT'), ('their', 'PRON'), ('community', 'NOUN'), ('and', 'CCONJ'), ('even', 'ADV'), ('on', 'ADP'), ('the', 'DET'), ('shooter', 'NOUN'), ('’s', 'PART'), ('family', 'NOUN'), ('\r\n    ', 'SPACE')]",NOUN
145,145,"He eventually became a disciple of Socrates, accepting his basic philosophy and dialectical style of debate, the pursuit of truth through questions, answers, and additional questions.","Plato witnessed the death of Socrates at the hands of the Athenian democracy in 399 BC.
      ",hands,authorities,y,1.0,authorities,,actions,control,,,"[('Plato', 'PROPN'), ('witnessed', 'VERB'), ('the', 'DET'), ('death', 'NOUN'), ('of', 'ADP'), ('Socrates', 'PROPN'), ('at', 'ADP'), ('the', 'DET'), ('hands', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('Athenian', 'ADJ'), ('democracy', 'NOUN'), ('in', 'ADP'), ('399', 'NUM'), ('BC', 'PROPN'), ('\r\n      ', 'SPACE')]",NOUN
146,146,"Assuming the malaria mortality estimate for Group 1 countries, scale-up of malaria interventions from 2% to 70% would reduce all-cause child mortality by 17.1%.","As above, the model does not produce a confidence interval or precision estimates; however, as an approximate measure of uncertainty, we entered the lower and upper bounds of the precision estimate for the malaria mortality burden from Group 1 countries (i.e., 19.8% and 24.9%) into the Jones and others model.
      ",burden,number,y,1.0,number,,,,,,"[('As', 'ADP'), ('above', 'ADV'), (',', 'PUNCT'), ('the', 'DET'), ('model', 'NOUN'), ('does', 'AUX'), ('not', 'PART'), ('produce', 'VERB'), ('a', 'DET'), ('confidence', 'NOUN'), ('interval', 'NOUN'), ('or', 'CCONJ'), ('precision', 'NOUN'), ('estimates', 'NOUN'), (';', 'PUNCT'), ('however', 'ADV'), (',', 'PUNCT'), ('as', 'ADP'), ('an', 'DET'), ('approximate', 'ADJ'), ('measure', 'NOUN'), ('of', 'ADP'), ('uncertainty', 'NOUN'), (',', 'PUNCT'), ('we', 'PRON'), ('entered', 'VERB'), ('the', 'DET'), ('lower', 'ADJ'), ('and', 'CCONJ'), ('upper', 'ADJ'), ('bounds', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('precision', 'NOUN'), ('estimate', 'NOUN'), ('for', 'ADP'), ('the', 'DET'), ('malaria', 'NOUN'), ('mortality', 'NOUN'), ('burden', 'NOUN'), ('from', 'ADP'), ('Group', 'PROPN'), ('1', 'NUM'), ('countries', 'NOUN'), ('i.e.', 'X'), (',', 'PUNCT'), ('19.8', 'NUM'), ('and', 'CCONJ'), ('24.9', 'NUM'), ('into', 'ADP'), ('the', 'DET'), ('Jones', 'PROPN'), ('and', 'CCONJ'), ('others', 'NOUN'), ('model', 'VERB'), ('\r\n      ', 'SPACE')]",NOUN
147,147,Interesting choice of words.,"Once when I acknowledged to another poet that, if given the opportunity (i.e. through sudden windfall of cash via lottery winnings, discovery of buried treasure, money tree, or similar), I probably wouldn’t work at all, she said, “You see, you’re buying into the idea that poetry isn’t work.”
      ",tree,source,y,1.0,source,,,,,,"[('Once', 'ADV'), ('when', 'SCONJ'), ('I', 'PRON'), ('acknowledged', 'VERB'), ('to', 'ADP'), ('another', 'DET'), ('poet', 'NOUN'), ('that', 'SCONJ'), (',', 'PUNCT'), ('if', 'SCONJ'), ('given', 'VERB'), ('the', 'DET'), ('opportunity', 'NOUN'), ('i.e.', 'X'), ('through', 'ADP'), ('sudden', 'ADJ'), ('windfall', 'NOUN'), ('of', 'ADP'), ('cash', 'NOUN'), ('via', 'ADP'), ('lottery', 'NOUN'), ('winnings', 'NOUN'), (',', 'PUNCT'), ('discovery', 'NOUN'), ('of', 'ADP'), ('buried', 'VERB'), ('treasure', 'NOUN'), (',', 'PUNCT'), ('money', 'NOUN'), ('tree', 'NOUN'), (',', 'PUNCT'), ('or', 'CCONJ'), ('similar', 'ADJ'), (',', 'PUNCT'), ('I', 'PRON'), ('probably', 'ADV'), ('would', 'AUX'), ('n’t', 'PART'), ('work', 'VERB'), ('at', 'ADV'), ('all', 'ADV'), (',', 'PUNCT'), ('she', 'PRON'), ('said', 'VERB'), (',', 'PUNCT'), ('“', 'PUNCT'), ('You', 'PRON'), ('see', 'VERB'), (',', 'PUNCT'), ('you', 'PRON'), ('’re', 'AUX'), ('buying', 'VERB'), ('into', 'ADP'), ('the', 'DET'), ('idea', 'NOUN'), ('that', 'SCONJ'), ('poetry', 'NOUN'), ('is', 'AUX'), ('n’t', 'PART'), ('work', 'NOUN'), ('”', 'PUNCT'), ('\r\n      ', 'SPACE')]",NOUN
148,148,"In my view, government is a tool we use to accomplish together what we are not capable of accomplishing on our own.","Like any tool, the tool of government can be used well or used poorly.آ  As someone working in government, I’m committed to using it well.
      ",tool,government,n,0.0,means,the tool is equal to government. Literal(?) replacement,means,,,Corrected annotation to literal interpretation (changed to n),"[('Like', 'ADP'), ('any', 'DET'), ('tool', 'NOUN'), (',', 'PUNCT'), ('the', 'DET'), ('tool', 'NOUN'), ('of', 'ADP'), ('government', 'NOUN'), ('can', 'AUX'), ('be', 'AUX'), ('used', 'VERB'), ('well', 'ADV'), ('or', 'CCONJ'), ('used', 'VERB'), ('poorly', 'ADV'), ('آ', 'X'), ('\xa0 ', 'SPACE'), ('As', 'ADP'), ('someone', 'PRON'), ('working', 'VERB'), ('in', 'ADP'), ('government', 'NOUN'), (',', 'PUNCT'), ('I', 'PRON'), ('’m', 'VERB'), ('committed', 'ADJ'), ('to', 'ADP'), ('using', 'VERB'), ('it', 'PRON'), ('well', 'ADV'), ('\r\n      ', 'SPACE')]",NOUN
149,149,"Headlines read: “Veto This: Armed ‘Obama Robber’ hits Austria banks,” indicating that Barack’s rip-off reputation in the steal-and-spend category has now officially gone global.","Over the past two years, a fellow dubbed the “Obama Robber” has donned a disguise bearing Barack’s image and mimicked the world’s highest-ranking bureaucratic burglar while proceeding to empty the coffers of more than a few Austrian financial institutions.
      ",burglar,politician,n,0.0,"politician, people","politician might be too specific, and theif sounds metaphorical, and people might be too generic. ",thief,,,Corrected annotation to literal interpretation (changed to n),"[('Over', 'ADP'), ('the', 'DET'), ('past', 'ADJ'), ('two', 'NUM'), ('years', 'NOUN'), (',', 'PUNCT'), ('a', 'DET'), ('fellow', 'NOUN'), ('dubbed', 'VERB'), ('the', 'DET'), ('“', 'PUNCT'), ('Obama', 'PROPN'), ('Robber', 'PROPN'), ('”', 'PUNCT'), ('has', 'AUX'), ('donned', 'VERB'), ('a', 'DET'), ('disguise', 'NOUN'), ('bearing', 'VERB'), ('Barack', 'PROPN'), ('’s', 'PART'), ('image', 'NOUN'), ('and', 'CCONJ'), ('mimicked', 'VERB'), ('the', 'DET'), ('world', 'NOUN'), ('’s', 'PART'), ('highest', 'ADV'), ('ranking', 'VERB'), ('bureaucratic', 'ADJ'), ('burglar', 'NOUN'), ('while', 'SCONJ'), ('proceeding', 'VERB'), ('to', 'AUX'), ('empty', 'ADJ'), ('the', 'DET'), ('coffers', 'NOUN'), ('of', 'ADP'), ('more', 'ADJ'), ('than', 'ADP'), ('a', 'DET'), ('few', 'ADJ'), ('Austrian', 'ADJ'), ('financial', 'ADJ'), ('institutions', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
